Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,day,month,Total_power_use
1.778,0.158,240.12,7.4,0,2,18,31,1,20
0.832,0.0,241.25,3.6,0,0,0,6,1,0
0.986,0.294,241.86,4.2,0,0,13,29,6,13
0.252,0.0,240.05,1.0,0,0,1,16,10,1
2.966,0.058,236.04,12.4,0,0,17,8,10,17
0.378,0.33,242.0,2.0,0,2,1,11,8,3
2.332,0.072,234.18,10.0,1,0,0,27,7,1
0.198,0.046,242.54,0.8,0,0,1,30,5,1
1.824,0.086,237.86,7.6,0,0,0,27,3,0
0.41,0.098,242.79,1.8,0,0,0,10,11,0
0.226,0.0,246.29,0.8,0,0,0,28,3,0
0.182,0.158,243.26,1.0,0,0,0,17,8,0
0.342,0.124,245.73,1.4,0,0,0,26,2,0
0.174,0.0,239.91,0.8,0,0,0,15,9,0
0.49,0.102,242.68,2.0,0,0,0,23,11,0
0.226,0.0,240.77,0.8,0,0,1,6,10,1
1.728,0.0,237.9,7.2,0,0,18,30,7,18
0.28,0.196,230.91,1.4,0,0,0,29,7,0
1.128,0.062,236.41,4.8,0,0,0,16,10,0
0.102,0.0,238.47,0.4,0,0,0,19,8,0
0.294,0.064,239.43,1.2,0,0,1,14,10,1
0.15,0.0,241.09,0.6,0,0,0,4,7,0
2.776,0.072,238.68,11.6,0,0,18,6,2,18
1.656,0.254,244.42,6.8,0,2,19,18,1,21
0.12,0.0,234.66,0.6,0,0,0,7,5,0
0.246,0.0,242.91,1.0,0,0,0,27,3,0
0.244,0.104,239.08,1.0,0,1,1,14,8,2
4.258,0.084,232.36,18.2,0,34,17,11,11,51
1.564,0.204,241.03,6.6,0,0,18,10,5,18
0.118,0.0,236.83,0.6,0,0,0,9,5,0
0.238,0.0,245.91,1.0,0,0,1,4,9,1
5.686,0.292,236.67,24.0,38,0,17,11,3,55
0.362,0.154,252.7,1.6,0,0,1,8,1,1
3.228,0.198,237.42,13.6,1,0,17,10,10,18
0.712,0.4,235.65,3.6,0,0,0,14,5,0
0.762,0.058,241.46,3.0,0,1,0,30,10,1
0.486,0.05,240.12,2.0,0,0,0,21,2,0
1.53,0.088,239.88,6.4,0,0,17,23,3,17
0.334,0.248,240.47,1.6,0,1,0,13,5,1
1.53,0.172,239.27,6.4,0,1,18,17,1,19
0.316,0.0,243.28,1.2,0,0,1,26,5,1
0.38,0.186,243.05,1.8,0,1,0,5,3,1
1.274,0.048,236.41,5.4,0,0,18,25,4,18
0.32,0.24,237.87,1.6,0,1,1,3,8,2
1.398,0.076,244.64,5.6,0,0,19,17,11,19
0.208,0.056,245.0,0.8,0,0,0,17,2,0
1.85,0.134,238.6,7.8,0,0,18,10,11,18
0.304,0.104,241.37,1.4,0,1,0,27,3,1
0.33,0.096,245.49,1.4,0,0,0,28,11,0
1.454,0.082,243.24,6.0,0,0,18,7,3,18
0.48,0.0,240.82,2.0,0,2,1,25,5,3
3.036,0.212,237.39,12.8,1,0,29,3,12,30
0.25,0.0,248.13,1.0,0,0,0,17,1,0
0.392,0.194,240.41,1.8,0,0,0,20,4,0
5.046,0.392,234.7,21.8,37,0,17,5,11,54
0.322,0.0,239.4,1.6,0,0,0,31,7,0
1.478,0.0,239.85,6.0,0,0,1,10,10,1
0.92,0.094,228.93,5.0,0,5,0,27,5,5
0.262,0.122,243.86,1.2,0,0,1,2,6,1
0.322,0.224,242.0,1.6,0,0,0,6,7,0
1.044,0.0,242.36,4.4,0,0,0,30,12,0
0.332,0.07,240.97,1.4,0,0,1,22,4,1
0.32,0.1,240.73,1.4,0,1,1,30,4,2
0.376,0.134,242.03,1.6,0,0,0,3,8,0
0.404,0.198,244.18,1.8,0,0,1,8,11,1
0.186,0.088,235.78,0.8,0,0,0,25,4,0
2.274,0.0,241.33,9.4,0,0,18,11,2,18
0.342,0.0,246.46,1.6,0,0,0,16,3,0
0.518,0.0,242.52,2.2,0,0,0,7,4,0
3.456,0.074,239.21,15.8,0,0,18,23,3,18
1.404,0.0,240.08,5.8,0,0,18,7,10,18
1.536,0.122,239.16,6.4,0,0,18,22,7,18
2.062,0.072,236.99,8.8,0,0,0,13,1,0
0.174,0.106,243.22,0.8,0,0,0,19,6,0
0.4,0.202,243.23,1.8,0,0,1,15,10,1
2.92,0.056,238.21,13.0,0,25,17,3,9,42
0.386,0.21,240.52,1.8,0,1,0,7,3,1
0.372,0.2,242.93,1.8,0,2,1,6,9,3
1.442,0.18,241.93,6.0,0,2,18,19,1,20
1.19,0.0,244.95,4.8,0,0,0,30,11,0
1.272,0.17,242.67,5.2,0,1,1,25,4,2
0.404,0.224,242.52,1.8,0,2,0,20,10,2
0.27,0.0,241.7,1.2,0,0,0,6,2,0
0.328,0.09,240.65,1.4,0,0,1,21,7,1
0.178,0.156,242.66,0.8,0,0,0,20,8,0
1.378,0.134,238.33,5.8,0,1,18,3,9,19
0.726,0.0,239.72,3.2,0,0,1,30,6,1
3.198,0.182,235.27,13.6,0,0,18,1,10,18
0.274,0.0,245.24,1.2,0,0,0,27,2,0
0.266,0.114,239.92,1.2,0,0,0,22,7,0
1.33,0.048,241.57,5.4,0,0,19,25,1,19
1.274,0.104,236.0,5.4,0,0,17,28,6,17
1.32,0.0,241.03,5.4,0,0,18,4,5,18
2.634,0.056,233.9,11.2,0,2,17,21,12,19
0.182,0.156,242.35,1.0,0,0,0,27,8,0
0.29,0.0,246.18,1.2,0,0,0,15,3,0
0.358,0.09,240.01,1.6,0,1,0,14,10,1
0.33,0.0,244.95,1.4,0,0,0,13,5,0
1.844,0.0,243.11,7.6,0,0,0,29,3,0
0.214,0.0,243.77,0.8,0,0,0,28,3,0
0.264,0.0,242.19,1.0,0,0,0,8,3,0
0.432,0.114,242.64,1.8,0,0,1,22,6,1
4.274,0.152,234.93,18.2,37,0,18,8,7,55
0.348,0.1,248.86,1.4,0,0,1,10,3,1
2.746,0.08,240.02,11.4,0,0,18,17,1,18
0.442,0.134,241.12,1.8,0,1,0,25,12,1
1.596,0.216,238.24,6.8,0,1,18,17,7,19
1.502,0.118,244.47,6.0,0,0,19,28,1,19
0.448,0.0,242.46,2.0,0,0,0,3,12,0
0.376,0.1,248.4,1.6,0,0,0,13,1,0
2.608,0.392,238.22,11.0,1,0,18,24,11,19
2.52,0.0,239.99,11.0,0,25,0,17,3,25
2.016,0.126,240.67,8.4,0,0,19,17,1,19
1.202,0.084,241.32,5.0,0,0,0,8,7,0
1.438,0.108,240.32,6.0,0,0,19,7,5,19
3.762,0.162,236.52,15.8,1,37,18,14,10,56
0.258,0.0,239.21,1.0,0,0,0,11,5,0
0.316,0.064,242.26,1.2,0,0,1,23,4,1
0.68,0.36,236.1,3.2,0,0,0,6,6,0
0.39,0.232,241.48,1.8,0,1,0,19,3,1
0.35,0.098,244.82,1.6,0,1,0,14,2,1
0.896,0.146,236.04,3.8,0,1,0,1,7,1
0.414,0.09,233.83,2.0,0,0,0,26,4,0
5.194,0.162,241.55,21.4,0,75,0,14,4,75
1.302,0.048,241.33,5.4,0,0,1,28,6,1
0.152,0.124,240.85,0.8,0,0,1,31,8,1
0.23,0.106,240.65,1.0,0,1,0,26,6,1
0.17,0.108,239.81,1.0,0,0,0,8,8,0
0.934,0.224,243.84,3.8,1,0,1,11,12,2
0.232,0.114,237.29,1.0,0,0,0,6,8,0
4.056,0.124,236.25,17.8,17,0,17,28,9,34
0.414,0.122,243.28,1.8,0,0,0,17,4,0
0.174,0.102,240.85,0.8,0,1,0,20,6,1
0.438,0.0,245.31,1.8,0,0,1,27,2,1
0.972,0.12,241.93,4.0,0,0,0,16,8,0
0.29,0.192,234.21,1.4,0,0,0,16,7,0
1.826,0.046,238.94,7.6,0,0,18,2,11,18
0.218,0.0,244.14,1.0,0,0,0,18,1,0
1.524,0.0,240.74,6.2,0,0,19,4,9,19
0.342,0.114,243.25,1.4,0,0,0,19,3,0
0.218,0.0,243.31,0.8,0,0,0,3,3,0
1.336,0.088,237.88,5.6,0,0,17,18,12,17
1.572,0.068,246.29,6.4,0,0,19,15,12,19
0.316,0.072,241.35,1.4,0,0,0,5,11,0
0.326,0.126,241.43,1.4,0,0,0,2,3,0
0.46,0.0,241.85,2.2,0,0,0,3,2,0
4.028,0.066,237.43,17.0,34,0,17,16,12,51
2.196,0.094,238.7,9.2,0,0,18,16,3,18
1.268,0.0,238.53,5.2,0,0,18,6,4,18
0.842,0.17,238.19,3.6,0,0,11,16,8,11
0.43,0.338,239.99,2.2,0,1,0,23,6,1
0.16,0.0,241.89,0.6,0,0,1,9,8,1
2.036,0.098,241.08,8.4,0,0,19,8,1,19
2.228,0.182,238.79,9.2,0,1,18,22,10,19
0.372,0.086,244.46,1.6,0,0,0,3,12,0
0.464,0.172,243.65,2.0,0,1,1,22,4,2
0.296,0.136,243.41,1.2,0,0,1,27,6,1
0.282,0.052,242.74,1.2,0,0,0,11,3,0
0.42,0.224,241.84,1.8,0,0,1,7,11,1
1.24,0.0,238.7,5.2,0,0,18,31,5,18
0.34,0.112,243.02,1.4,0,2,1,11,11,3
1.694,0.192,240.43,7.2,0,0,18,1,9,18
0.282,0.0,235.82,1.2,0,0,0,22,5,0
1.382,0.072,243.7,5.6,0,0,18,5,1,18
0.394,0.232,242.76,1.8,0,0,0,9,4,0
1.408,0.246,242.7,5.8,0,0,0,6,12,0
0.518,0.208,242.18,2.2,0,0,1,30,5,1
1.326,0.198,236.73,5.6,0,1,17,19,9,18
3.73,0.088,242.93,15.6,39,0,0,13,12,39
0.63,0.328,243.17,3.0,0,1,1,22,4,2
7.006,0.432,233.62,30.4,22,32,17,23,12,71
0.156,0.122,240.76,0.8,0,0,0,15,8,0
0.084,0.0,239.79,0.4,0,0,0,20,6,0
1.676,0.268,243.25,7.0,0,1,18,15,1,19
0.802,0.252,244.62,3.4,0,1,1,27,1,2
0.202,0.132,239.97,1.0,0,0,0,22,8,0
2.06,0.156,236.31,8.6,0,0,30,24,7,30
1.606,0.0,243.05,6.6,2,0,19,25,1,21
0.306,0.082,245.77,1.2,0,0,1,4,4,1
0.842,0.362,242.57,4.2,0,0,4,13,9,4
0.144,0.0,242.59,0.6,0,0,0,18,4,0
2.722,0.41,239.05,11.4,38,1,1,12,9,40
0.19,0.074,235.07,0.8,0,0,0,18,7,0
0.338,0.062,245.15,1.4,0,0,0,13,11,0
0.384,0.112,239.99,1.8,0,0,1,29,5,1
0.234,0.136,241.58,1.0,0,0,1,9,8,1
0.4,0.11,240.4,1.8,0,0,1,7,9,1
0.418,0.248,246.0,2.0,0,1,0,16,11,1
0.294,0.0,245.37,1.2,0,0,1,12,6,1
0.344,0.066,239.52,1.4,0,0,1,19,4,1
0.318,0.114,242.67,1.4,0,0,0,27,2,0
1.398,0.222,239.91,5.8,0,1,18,23,7,19
3.512,0.246,240.23,14.8,0,27,18,15,1,45
2.102,0.066,236.63,8.8,0,0,0,6,12,0
1.302,0.11,239.49,5.4,0,1,18,24,9,19
1.34,0.056,241.39,5.4,0,0,18,15,12,18
0.266,0.092,239.43,1.2,0,0,1,17,8,1
0.328,0.114,247.02,1.4,0,0,0,21,12,0
0.398,0.0,243.34,1.8,0,0,0,10,1,0
1.048,0.0,242.76,4.2,0,0,0,1,2,0
0.222,0.0,241.87,1.0,0,0,0,3,3,0
0.3,0.104,239.38,1.2,0,1,0,26,2,1
0.916,0.0,240.59,3.8,0,0,1,21,10,1
1.394,0.0,237.04,5.8,0,0,18,4,10,18
1.454,0.084,242.3,6.0,0,0,18,10,3,18
0.26,0.0,248.9,1.0,0,0,1,2,1,1
0.778,0.126,244.68,3.2,0,0,0,27,12,0
0.522,0.224,241.49,2.4,0,1,0,11,4,1
0.208,0.084,240.39,0.8,0,0,0,17,7,0
0.21,0.094,235.18,1.0,0,0,0,3,5,0
0.256,0.0,242.45,1.0,0,0,0,30,12,0
5.266,0.18,236.15,22.2,37,0,18,17,5,55
1.198,0.0,238.36,5.0,0,0,18,9,9,18
0.352,0.146,244.89,1.6,0,0,1,5,10,1
1.836,0.266,237.2,7.8,0,1,18,13,9,19
0.304,0.0,242.79,1.2,0,1,1,9,6,2
0.218,0.0,242.18,1.0,0,0,0,4,4,0
0.224,0.11,238.83,1.0,0,0,0,11,7,0
0.684,0.0,241.06,3.0,0,0,0,1,1,0
0.34,0.25,242.44,1.6,0,2,0,23,6,2
1.432,0.0,245.05,5.8,0,0,19,5,12,19
1.498,0.0,244.13,6.2,0,0,18,26,1,18
0.43,0.228,241.95,2.0,0,1,0,10,6,1
0.302,0.094,236.23,1.2,0,0,0,24,2,0
0.308,0.16,245.27,1.4,0,1,0,13,1,1
2.316,0.29,239.73,10.0,0,24,0,3,2,24
2.774,0.304,238.21,11.6,38,3,0,5,9,41
1.976,0.298,238.73,8.2,0,1,30,14,8,31
0.948,0.292,246.5,4.0,0,0,1,31,1,1
0.358,0.21,241.46,1.8,0,2,0,4,7,2
0.462,0.33,246.33,2.2,0,0,1,25,11,1
1.218,0.0,239.94,5.0,0,0,18,24,5,18
1.246,0.054,236.59,5.2,0,0,18,11,10,18
0.3,0.188,242.21,1.6,0,0,1,30,6,1
1.606,0.0,233.23,6.8,0,0,18,3,6,18
1.458,0.104,235.82,7.8,12,0,0,19,5,12
0.53,0.226,241.64,2.6,0,0,0,30,5,0
0.254,0.062,243.79,1.2,0,0,0,3,1,0
0.158,0.0,242.23,0.6,0,0,1,7,8,1
0.236,0.0,241.36,1.0,0,0,0,13,3,0
0.296,0.2,235.3,1.4,0,0,0,23,7,0
0.152,0.0,237.92,0.6,0,0,1,27,7,1
2.892,0.07,238.93,12.2,0,0,18,10,9,18
0.31,0.096,240.67,1.2,0,1,1,26,4,2
0.448,0.074,233.76,2.6,0,0,0,23,7,0
1.096,0.104,238.88,4.6,0,0,0,12,2,0
1.204,0.048,239.7,5.0,0,0,0,20,3,0
1.498,0.09,240.2,6.2,0,0,17,30,6,17
1.428,0.046,242.98,5.8,0,1,19,8,10,20
2.312,0.194,239.51,10.4,13,1,19,23,3,33
0.32,0.232,241.62,1.6,0,1,1,25,8,2
2.388,0.084,237.29,10.0,0,0,17,1,12,17
1.02,0.236,239.33,4.4,0,1,13,3,9,14
0.352,0.084,241.46,1.4,0,0,1,4,7,1
0.372,0.186,241.37,1.6,0,1,0,15,4,1
0.98,0.12,239.39,4.0,0,0,12,30,8,12
0.226,0.112,240.98,1.0,0,1,0,27,6,1
1.866,0.198,245.22,7.6,0,0,19,2,4,19
0.45,0.208,243.74,2.0,0,1,0,1,3,1
0.366,0.192,245.81,1.6,0,1,0,15,1,1
0.476,0.0,234.03,2.0,0,0,1,25,5,1
1.254,0.116,239.19,5.2,0,0,18,25,8,18
0.15,0.0,240.8,0.6,0,0,1,25,9,1
1.884,0.0,237.47,8.0,0,0,0,18,12,0
0.298,0.066,239.2,1.2,0,0,0,21,2,0
1.438,0.116,233.05,6.2,0,0,17,30,5,17
0.32,0.182,239.09,1.4,0,2,0,5,8,2
1.288,0.0,239.38,5.6,0,1,0,27,11,1
0.284,0.104,241.09,1.2,0,0,0,15,1,0
0.428,0.19,242.12,1.8,0,0,0,25,11,0
2.58,0.0,238.84,10.8,0,0,18,25,1,18
1.708,0.086,240.46,7.4,0,0,19,25,4,19
0.316,0.106,240.25,1.4,0,0,0,25,2,0
1.274,0.0,239.56,5.2,0,0,17,2,3,17
0.232,0.0,242.63,1.0,0,0,1,10,7,1
0.458,0.126,243.62,1.8,0,0,0,24,11,0
2.324,0.064,235.96,9.8,0,0,18,23,2,18
1.338,0.092,243.63,5.4,0,0,0,3,2,0
0.57,0.172,241.11,2.4,0,0,1,27,5,1
1.3,0.322,237.1,5.8,0,0,0,29,6,0
1.33,0.0,242.49,5.4,0,0,19,4,2,19
0.398,0.238,242.49,1.8,0,0,0,28,3,0
0.354,0.112,245.33,1.6,0,0,0,28,2,0
0.502,0.226,242.14,2.4,0,1,1,28,7,2
0.744,0.078,242.09,3.0,0,0,0,16,6,0
1.356,0.09,242.37,5.6,0,0,19,7,6,19
0.144,0.0,242.31,0.6,0,0,1,21,8,1
1.46,0.09,241.14,6.0,0,1,18,13,6,19
1.184,0.38,241.74,5.2,0,0,0,1,6,0
0.334,0.196,237.76,1.6,0,2,0,3,7,2
0.37,0.322,240.26,2.0,0,1,1,2,8,2
0.344,0.106,244.05,1.4,0,1,0,3,3,1
2.532,0.098,241.45,10.4,1,0,18,6,2,19
0.228,0.08,240.09,1.0,0,0,1,25,6,1
0.958,0.266,240.4,4.0,0,0,12,25,7,12
1.602,0.376,237.9,6.8,2,2,17,17,3,21
0.264,0.118,241.54,1.2,0,0,1,17,7,1
2.198,0.466,237.57,9.4,0,0,0,13,1,0
0.506,0.368,247.52,2.4,0,2,0,31,1,2
1.914,0.102,248.03,7.6,1,0,0,28,12,1
0.23,0.0,245.13,1.0,0,0,0,30,12,0
1.422,0.21,236.81,6.0,0,1,17,3,4,18
0.54,0.104,243.51,2.4,0,0,0,4,5,0
0.89,0.39,239.92,4.2,0,0,1,18,5,1
0.404,0.178,243.19,1.8,0,1,1,20,4,2
0.358,0.082,240.3,1.4,0,0,0,4,5,0
0.376,0.182,244.51,1.6,0,1,1,4,11,2
0.224,0.0,238.15,1.0,0,0,0,16,5,0
3.374,0.052,235.14,14.4,1,0,17,14,3,18
1.356,0.056,240.09,5.6,0,0,18,19,11,18
0.73,0.0,238.48,3.2,0,0,1,24,6,1
1.35,0.184,238.53,5.6,0,0,0,18,6,0
0.42,0.184,244.36,1.8,0,0,1,21,10,1
0.182,0.0,240.48,1.0,0,0,1,17,7,1
1.462,0.0,239.97,6.0,2,0,17,14,10,19
0.328,0.208,240.9,1.6,0,1,0,14,7,1
1.77,0.0,238.03,7.4,0,0,18,10,10,18
0.338,0.114,244.96,1.4,0,1,1,10,4,2
2.122,0.108,239.24,9.0,0,0,0,29,1,0
1.708,0.0,241.96,7.0,0,1,18,11,3,19
1.48,0.136,247.11,6.0,0,0,0,30,11,0
0.56,0.0,242.1,2.2,0,1,0,6,3,1
0.278,0.188,241.71,1.4,0,1,1,4,10,2
0.218,0.0,240.67,1.0,0,0,0,26,2,0
2.698,0.064,237.31,11.4,0,0,18,18,1,18
3.864,0.116,239.42,16.2,38,0,18,8,6,56
0.342,0.0,242.24,1.6,0,0,1,6,6,1
0.186,0.0,240.78,0.8,0,0,1,22,9,1
1.66,0.064,239.52,7.4,0,0,18,19,10,18
2.008,0.072,239.49,8.4,0,0,1,30,5,1
3.14,0.0,233.47,14.4,0,2,17,18,7,19
0.542,0.152,240.87,2.4,0,1,1,15,4,2
0.834,0.0,240.87,3.8,1,0,1,5,4,2
2.468,0.246,241.65,10.2,0,2,0,4,1,2
0.154,0.0,239.65,0.6,0,0,0,27,7,0
4.142,0.29,236.85,17.4,0,39,0,17,3,39
0.232,0.13,240.39,1.0,0,1,1,16,6,2
1.996,0.172,235.69,8.8,0,0,18,5,5,18
3.11,0.4,235.85,13.2,0,6,17,23,1,23
1.644,0.072,237.97,6.8,0,0,18,1,7,18
0.366,0.0,244.71,1.6,0,0,0,15,11,0
0.226,0.0,239.71,1.0,0,0,0,5,11,0
0.584,0.078,241.92,2.4,0,0,0,24,6,0
0.304,0.066,238.45,1.2,0,0,0,4,10,0
1.35,0.094,240.99,5.6,0,1,17,19,12,18
0.568,0.082,240.16,2.4,0,0,0,13,7,0
1.796,0.222,240.75,7.4,0,0,19,20,4,19
1.644,0.212,240.58,6.8,0,1,19,13,5,20
1.714,0.2,235.95,7.2,0,0,17,13,6,17
0.304,0.194,243.65,1.4,0,1,0,17,9,1
0.236,0.0,248.52,1.0,0,0,1,27,11,1
0.41,0.0,250.03,1.8,0,0,0,4,1,0
2.076,0.054,237.62,8.6,0,0,18,8,12,18
0.312,0.086,246.04,1.2,0,0,0,1,4,0
0.236,0.0,246.09,1.0,0,0,0,23,3,0
0.632,0.164,237.91,2.8,0,0,0,2,12,0
2.6,0.372,238.82,11.0,0,2,17,31,3,19
0.384,0.19,241.66,1.8,0,0,0,15,11,0
0.318,0.222,241.18,1.6,0,0,1,17,8,1
0.25,0.054,245.16,1.0,0,0,0,8,2,0
1.59,0.0,239.3,6.8,0,0,18,26,1,18
0.348,0.0,246.77,1.4,0,0,1,11,6,1
0.22,0.0,235.78,1.0,0,0,0,19,5,0
0.854,0.172,243.03,3.6,0,0,0,11,1,0
1.602,0.254,243.49,6.6,1,1,18,29,12,20
0.354,0.14,246.93,1.4,0,0,1,26,12,1
5.48,0.302,240.33,22.8,0,39,18,14,12,57
3.784,0.312,237.56,16.0,0,30,0,5,11,30
0.228,0.0,240.3,1.0,0,0,1,22,7,1
0.548,0.304,239.19,2.6,0,0,1,11,11,1
0.36,0.078,241.18,1.6,0,0,1,6,10,1
0.214,0.0,244.67,0.8,0,0,0,17,12,0
0.23,0.046,243.11,1.0,0,0,0,28,12,0
0.258,0.152,243.31,1.2,0,0,0,7,7,0
0.23,0.0,243.66,0.8,0,0,1,26,11,1
1.502,0.184,239.79,6.2,2,0,18,26,6,20
0.216,0.106,242.04,1.0,0,0,0,3,8,0
0.318,0.222,244.45,1.6,0,2,0,12,9,2
